Date,Town,State/Province,Latitude,Longitude,Number,Image
496,10/25/14,San Antonio,TX,29.5,-98.5,10
497,10/25/14,Alamogordo,NM,32.8,-106.1,4
498,10/25/14,san Antonio,TX,29.5,-98.5,4
499,10/25/14,Blanco,TX,30.1,-98.4,1
500,10/25/14,La Vernia,TX,29.4,-98.1,2
501,10/25/14,Tuxedo,NY,41.2,-74.2,1
502,10/25/14,Dolores,CO,37.5,-108.3,1
503,10/25/14,Athens,GA,34,-83.4,5
504,10/25/14,Sterling,VA,39,-77.5,1
505,10/25/14,Pflugerville,TX,30.4,-97.6,1
506,10/25/14,Hudson,NY,42.2,-73.7,2
507,10/25/14,Apalachicola,FL,29.7,-85.1,4
508,10/25/14,Pfafftown,NC,36.2,-80.4,21
509,10/25/14,Joplin,MO,37.1,-94.5,1
510,10/25/14,Ooltewah,TN,35.1,-85,1
511,10/25/14,Madison,WI,43.1,-89.4,1
512,10/25/14,Fort Worth,TX,32.8,-97.3,5
513,10/25/14,San Antonio,TX,29.5,-98.5,2
514,10/25/14,San Antonio,TX,29.5,-98.5,2
515,10/25/14,Clark,NJ,40.6,-74.3,1
516,10/25/14,San Antonio,TX,29.5,-98.5,20
517,10/25/14,Waco,TX,31.6,-97.1,5
518,10/25/14,San Antonio,TX,29.5,-98.5,2
519,10/25/14,San Antonio,TX,29.5,-98.5,2
520,10/25/14,Rochester,MN,44.1,-92.5,1
521,10/25/14,Mo Ranch,TX,30.1,-99.5,30
522,10/24/14,Mount Dora,FL,28.8,-81.6,1
523,10/24/14,Helotes,TX,29.6,-98.7,2
524,10/24/14,Granbury,TX,32.4,-97.8,15
525,10/24/14,Linden,MI,42.8,-83.8,1
526,10/24/14,Austin,TX,30.2,-97.7,1
527,10/24/14,Granbury,TX,32.4,-97.8,12
528,10/24/14,State College,PA,40.7,-77.9,7
529,10/24/14,Mount Dora,FL,28.8,-81.6,1
530,10/24/14,Austin,TX,30.2,-97.7,1
531,10/24/14,Leamington,ON,42.1,-82.6,3
532,10/24/14,Tallahassee,FL,30.4,-84.3,1
533,10/24/14,"Port Fourchon, Golden Meadow, LA",LA,28.9,-90.6,2
534,10/24/14,Keysville,VA,37,-78.5,1
535,10/24/14,Minneapolis,MN,45,-93.3,1
536,10/24/14,Leamington,ON,42.1,-82.6,1
537,10/24/14,Minnetonka,MN,44.9,-93.5,1
538,10/24/14,Harper Woods,MI,42.4,-82.9,1
539,10/24/14,South Milwaukee,WI,42.9,-87.9,1
540,10/24/14,Alexandria,AL,33.8,-85.9,14
541,10/24/14,king george,VA,38.3,-77.1,1
542,10/24/14,cutler,OH,39.4,-81.8,1
543,10/24/14,Middleburg,FL,30.1,-81.9,1
544,10/24/14,Cuero,TX,29.1,-97.2,2
545,10/24/14,Cuero,TX,29.1,-97.2,2
546,10/24/14,Niles,MI,41.8,-86.2,1
547,10/24/14,Jackson,NJ,40.1,-74.4,12
548,10/24/14,Tallahassee,FL,30.4,-84.3,1
549,10/24/14,Belen,NM,34.6,-106.7,2
550,10/24/14,Harrow,ON,42,-82.9,1
551,10/24/14,Toronto,ON,43.7,-79.4,1
552,10/24/14,Lennox Generating Station,ON,44.1,-76.9,1
553,10/24/14,Pipe Creek,TX,29.7,-98.9,26
554,10/24/14,brunswick,GA,34.2,-81.5,12
555,10/24/14,Rockwall,TX,32.9,-96.4,12
556,10/24/14,Rosetta McClain Gaedens Scarborough,ON,43.7,-79.3,3
557,10/24/14,tomball,TX,30.1,-95.6,1
558,10/24/14,Glenmont,NY,42.6,-73.8,1
559,10/24/14,Euless,TX,32.9,-97.1,1
560,10/24/14,Katy,TX,29.8,-95.7,6
561,10/24/14,San Antonio,TX,29.5,-98.5,10
562,10/24/14,Los Alamos,NM,35.9,-106.3,1
563,10/24/14,Austin,TX,30.2,-97.7,2
564,10/24/14,Ajijic,JAL,20.3,-103.3,2
565,10/24/14,Kerrville,TX,30,-99.1,20
566,10/24/14,Lombard,IL,41.9,-88,1
567,10/24/14,Great Bend,KS,38.4,-98.8,2
568,10/24/14,Mo Ranch,TX,30.1,-99.5,40
569,10/24/14,Asheville,NC,35.5,-82.6,1
570,10/24/14,Sabinas,COA,27.8,-101.1,1
571,10/24/14,Ramos Arizpe,COA,25.6,-101,13
572,10/24/14,Linares,NL,24.9,-99.6,1
573,10/24/14,Ridgeway,CO,38.2,-107.8,1
574,10/24/14,Madison,WI,43.1,-89.4,1
575,10/24/14,Wakefield,QC,45.6,-75.9,1
576,10/24/14,Plains,GA,32,-84.4,10
577,10/24/14,Bend,TX,31.1,-98.5,46
578,10/23/14,Bend,TX,31.1,-98.5,16
579,10/23/14,Hilton head island,SC,32.2,-80.8,1
580,10/23/14,KERRVILLE,TX,30,-99.1,5
581,10/23/14,winter haven,FL,28,-81.8,1
582,10/23/14,Charleston,SC,32.8,-79.9,1
583,10/23/14,gulfport,MS,30.4,-89.1,2
584,10/23/14,Pendergrass,GA,34.2,-83.7,1
585,10/23/14,Athens,GA,34,-83.4,1
586,10/23/14,Saltillo,COA,25.4,-101,3
587,10/23/14,Saltillo,COA,25.4,-101,3
588,10/23/14,lacombe,LA,30.3,-89.9,3
589,10/23/14,Berkeley,CA,37.9,-122.3,1
590,10/23/14,Cawston,BC,49.2,-119.8,1
591,10/23/14,Decatur,GA,33.8,-84.3,4
592,10/23/14,West St. Paul,MN,44.8,-93,1
593,10/23/14,Overland Park,KS,39,-94.7,1
594,10/23/14,Essex,ON,42.2,-82.8,1
595,10/23/14,Hilton Head Islamd,SC,32.3,-81,1
596,10/23/14,Hesston,KS,38.1,-97.5,1
597,10/23/14,Katy,TX,29.8,-95.7,6
598,10/23/14,Kirksville,MO,40.2,-92.6,1
599,10/23/14,Albuquerque,NM,35.1,-106.6,2
600,10/23/14,grand prairie,TX,32.7,-97,10
601,10/23/14,Dune Allen Beach,FL,30.4,-86.3,10
602,10/23/14,Minneapolis,MN,45,-93.3,1
603,10/23/14,Jamesville,NY,43,-76.1,1
604,10/23/14,Middleburg,FL,30.1,-81.9,6
605,10/23/14,Santa Monica,CA,34,-118.5,1
606,10/23/14,Williamsburg,VA,37.3,-76.7,30
607,10/23/14,South Milwaukee,WI,42.9,-87.9,1
608,10/23/14,Cypress,TX,30,-95.7,5
609,10/23/14,Kerrville,TX,30,-99.1,8
610,10/23/14,McCordsville,IN,39.9,-85.9,1
611,10/23/14,Fergus Falls,MN,46.3,-96.1,1
612,10/23/14,Glen rose,TX,32.2,-97.8,10
613,10/23/14,Allen,TX,33.1,-96.6,4
614,10/23/14,Rollag,MN,46.7,-96.2,1
615,10/23/14,Stone Mountain,GA,33.8,-84.2,1
616,10/23/14,Athens,GA,34,-83.6,4
617,10/23/14,Jacob Lake,AZ,36.7,-112.2,1
618,10/23/14,Camp Verde,AZ,34.6,-111.8,3
619,10/23/14,Whitby,ON,43.9,-78.9,4
620,10/23/14,Toronto,ON,43.7,-79.4,1
621,10/23/14,Douglassville,TX,33.2,-94.4,1
622,10/23/14,Collingwood,ON,44.5,-80.2,1
623,10/23/14,San Antonio,TX,29.5,-98.5,1
624,10/23/14,Chalk Mountain,TX,32.1,-97.9,10
625,10/22/14,Pawleys Island,SC,33.4,-79.2,2
626,10/22/14,Granbury,TX,32.4,-97.7,32
627,10/22/14,Granbury,TX,32.4,-97.7,10
628,10/22/14,Boerne,TX,29.8,-98.8,6
629,10/22/14,Dallas,TX,32.9,-96.8,1
630,10/22/14,wheatley,AR,35,-91.1,1
631,10/22/14,plano,TX,33.1,-96.7,41
632,10/22/14,Mt. Vernon,IN,37.9,-87.9,6
633,10/22/14,Wichita,KS,37.7,-97.3,9
634,10/22/14,Temecula,CA,33.5,-117.2,2
635,10/22/14,Oracle,AZ,32.6,-110.8,2
636,10/22/14,Florence,AZ,32.8,-111.2,3
637,10/22/14,Chandler,AZ,33.3,-111.9,1
638,10/22/14,Tempe,AZ,33.4,-111.9,1
639,10/22/14,Niceville,FL,30.5,-86.3,12
640,10/22/14,grosse pointe,MI,42.4,-82.9,1
641,10/22/14,Waynesboro,VA,38.1,-78.9,1
642,10/22/14,LAKESIDE,CA,32.9,-116.9,2
643,10/22/14,Bainbridge,GA,30.9,-84.6,1
644,10/22/14,South Milwaukee,WI,42.9,-87.9,1
645,10/22/14,Beaumont,TX,30.1,-94.1,4
646,10/22/14,Cuero,TX,29.1,-97.2,1
647,10/22/14,Colorado Springs,CO,38.8,-104.8,1
648,10/22/14,Pensacola,FL,30.4,-87.2,12
649,10/22/14,Highland Village,TX,29.9,-95.7,1
650,10/22/14,Tallahassee,FL,30.4,-84.3,1
651,10/22/14,Sioux Falls,SD,43.5,-96.7,1
652,10/22/14,Galveston,TX,29.3,-94.8,3
653,10/22/14,Pinkney Island National Wildlife Re,SC,32.3,-81,2
654,10/22/14,Keysville,VA,37,-78.5,1
655,10/22/14,Kerrville,TX,30,-99.1,9
656,10/22/14,Austin,TX,30.2,-97.7,2
657,10/22/14,Carthage,NC,35.4,-79.4,2
658,10/22/14,West Falls,NY,42.7,-78.7,1
659,10/22/14,Lexington,OK,35,-97.2,2
660,10/22/14,Fairhope,AL,30.5,-87.9,2
661,10/22/14,Port Stanley,ON,42.7,-81.2,1
662,10/22/14,Toronto,ON,43.7,-79.4,6
663,10/22/14,Belton,TX,31.1,-97.5,2
664,10/22/14,Boerne,TX,29.8,-98.8,1
665,10/22/14,Amelia Island,FL,30.5,-81.4,3
666,10/22/14,Denver,CO,39.8,-105,1
667,10/22/14,Fort Worth,TX,32.8,-97.3,2
668,10/22/14,Manuel Benavides,CHH,29.1,-103.9,1
669,10/22/14,Chalk Mountain,TX,32.1,-97.9,4
670,10/22/14,Llano,TX,30.6,-98.7,11
671,10/22/14,Pinckney Island National Wildlife R,SC,32.2,-80.8,2
672,10/21/14,Bayville,NJ,39.9,-74.2,2
673,10/21/14,Fort Worth,TX,32.8,-97.3,6
674,10/21/14,Bluffton,SC,32.2,-80.9,1
675,10/21/14,wheatley,AR,35,-91.1,2
676,10/21/14,Annapolis Royal,NS,44.8,-65.5,1
677,10/21/14,Minneapolis,MN,45,-93.3,1
678,10/21/14,New Braunfels,TX,29.7,-98.1,9
679,10/21/14,wheatley,AR,35,-91.1,1
680,10/21/14,Keysville,VA,37,-78.5,1
681,10/21/14,Lancaster,PA,40.1,-76.3,1
682,10/21/14,Asbury Park,NJ,40.2,-74,1
683,10/21/14,king george,VA,38.3,-77.1,1
684,10/21/14,Wynnewood,PA,40,-75.3,3
685,10/21/14,South Milwaukee,WI,42.9,-87.9,1
686,10/21/14,Kerrville,TX,30,-99.1,21
687,10/21/14,Pitt County,NC,35.6,-77.4,20
688,10/21/14,Burlington,IA,40.9,-91.1,1
689,10/21/14,Astoria,SD,44.6,-96.5,1
690,10/21/14,Lawrence,KS,39,-95.2,1
691,10/21/14,Mesquite,TX,32.8,-96.6,7
692,10/21/14,Austin,TX,30.2,-97.7,15
693,10/21/14,Cuero,TX,29.1,-97.2,2
694,10/21/14,Fountain Hills,AZ,33.6,-111.7,3
695,10/21/14,Kingston,AR,36,-93.5,10
696,10/21/14,Middleburg,FL,30.1,-81.9,5
697,10/21/14,Stone Mountain,GA,33.8,-84.2,2
698,10/21/14,Lenexa,KS,39,-94.7,1
699,10/21/14,Montemorelos,NL,24.8,-99.9,11
700,10/21/14,Cary,NC,35.8,-78.8,1
701,10/21/14,Carmel Highlands,CA,36.5,-121.9,9
702,10/21/14,Missoula,MT,46.9,-114.2,1
703,10/21/14,New York City,PR,40.1,-74.4,3
704,10/21/14,GSMNP,TN,35.8,-83.5,3
705,10/21/14,Denver,CO,39.8,-105,1
706,10/21/14,Chalk Mountain,TX,32.1,-97.9,5
707,10/20/14,Lewisville,TX,33,-97.1,9
708,10/20/14,Duncanville,TX,32.7,-96.9,2
709,10/20/14,Dripping Springs,TX,30.3,-98.1,1
710,10/20/14,Cedar Hill,TX,32.6,-97,12
711,10/20/14,Onley,VA,37.7,-75.7,10
712,10/20/14,Brookshire & Katy,TX,29.8,-96,7
713,10/20/14,Memphis,TN,35,-89.9,1
714,10/20/14,Pleasant Grove,AL,33.3,-87,4
715,10/20/14,gulfport,MS,30.4,-89.1,3
716,10/20/14,North Little Rock,AR,34.8,-92.2,1
717,10/20/14,Lexington,OK,35,-97.2,1
718,10/20/14,Belton,TX,31.1,-97.5,2
719,10/20/14,Kerrville,TX,30,-99.1,25
720,10/20/14,Minneapolis,MN,45,-93.3,1
721,10/20/14,South Milwaukee,WI,42.9,-87.9,1
722,10/20/14,HAVELOCK,NC,34.9,-76.9,15
723,10/20/14,brentwood,TN,36,-86.8,1
724,10/20/14,Chilmark,MA,41.4,-70.7,1
725,10/20/14,Lindale,TX,32.5,-95.4,1
726,10/20/14,Keysville,VA,37,-78.5,1
727,10/20/14,Broken Arrow,OK,36,-95.8,2
728,10/20/14,Chalk Mountain,TX,32.1,-97.9,35
729,10/20/14,Overland Park,KS,39,-94.7,1
730,10/20/14,Pisgah Forest,NC,35.3,-82.7,1
731,10/20/14,Kitty Hawk,NC,36.1,-75.7,1
732,10/20/14,Charlottesville,VA,38.1,-78.4,1
733,10/20/14,Wilkesboro,NC,36.1,-81.1,2
734,10/20/14,Dallas,GA,33.9,-84.9,2
735,10/20/14,Cuero,TX,29.1,-97.2,1
736,10/20/14,Middleburg,FL,30.1,-81.9,3
737,10/20/14,Monroe,LA,32.5,-92.1,12
738,10/20/14,Mer Rouge,LA,32.8,-91.7,6
739,10/20/14,mequon,WI,43.2,-88,3
740,10/20/14,Georgetown,TX,30.6,-97.7,1
741,10/20/14,Auburn,AL,32.6,-85.5,1
742,10/20/14,Monterrey,NL,25.7,-100.3,16
743,10/20/14,Maumelle,AR,34.9,-92.4,5
744,10/20/14,Plano,TX,33.1,-96.7,1
745,10/19/14,Topeka,KS,39.1,-95.7,1
746,10/19/14,Wylie,TX,33,-96.5,5
747,10/19/14,BERWYN,IL,41.8,-87.8,1
748,10/19/14,McCoy,TX,32,-94.4,5
749,10/19/14,Lexington,KY,38,-84.5,2
750,10/19/14,Belton,TX,31.1,-97.5,1
751,10/19/14,sylvania,OH,41.7,-83.7,1
752,10/19/14,atlanta,GA,33.7,-84.5,1
753,10/19/14,San Antonio,TX,29.5,-98.5,1
754,10/19/14,Keysville,VA,37,-78.5,2
755,10/19/14,Tarpley,TX,29.7,-99.4,81
756,10/19/14,Lewisville,TX,33.2,-97,10
757,10/19/14,Lewisville,TX,33.2,-97,1
758,10/19/14,Watauga,TX,32.9,-97.3,9
759,10/19/14,Middleburg,FL,30.1,-81.9,11
760,10/19/14,Kerrville,TX,30,-99.1,13
761,10/19/14,Robert Moses Beach Babylon,NY,40.6,-73.3,8
762,10/19/14,Boise,ID,43.7,-116.2,1
763,10/19/14,Eagleville,PA,40.1,-75.3,1
764,10/19/14,Bald Head Island,NC,33.9,-78,20
765,10/19/14,Dallas,TX,32.8,-96.8,24
766,10/19/14,Bayville,NJ,39.9,-74.2,2
767,10/19/14,kodak,TN,36,-83.6,1
768,10/19/14,Oshawa,ON,43.9,-78.9,1
769,10/19/14,Martin Edwards Reserve,ON,44.2,-76.6,12
770,10/19/14,Florence,SC,34.2,-79.8,1
771,10/19/14,Lafayette,IN,40.4,-86.9,2
772,10/19/14,Cincinnati,OH,39.1,-84.5,1
773,10/19/14,Bayville,NJ,39.9,-74.2,3
774,10/19/14,Kalamazoo,MI,42.4,-85.7,1
775,10/19/14,Victoria,MN,44.9,-93.7,1
776,10/19/14,Crawfordville,FL,30.2,-84.4,2
777,10/19/14,Prospect,KY,38.4,-85.6,2
778,10/19/14,Cuero,TX,29.1,-97.2,1
779,10/19/14,Waynesboro,VA,38.1,-78.9,1
780,10/19/14,La Grange Park,IL,41.8,-87.9,1
781,10/19/14,Cary,NC,35.8,-78.8,1
782,10/19/14,Aurora,IN,39.1,-85,1
783,10/19/14,Digby,NS,44.6,-65.8,1
784,10/19/14,Los Alamos,NM,35.9,-106.3,1
785,10/19/14,Belmar,NJ,40.2,-74.1,2
786,10/19/14,Douglassville,TX,33.2,-94.4,2
787,10/19/14,oxford,OH,39.5,-84.7,2
788,10/19/14,Sevierville,TN,35.8,-83.6,1
789,10/19/14,Fort Worth,TX,32.8,-97.3,1
790,10/18/14,Pa Furnace,PA,40.7,-78,1
791,10/18/14,Landisville,NJ,39.5,-74.9,2
792,10/18/14,Allentown,NJ,40.1,-74.6,1
793,10/18/14,Strasburg,PA,40,-76.2,1
794,10/18/14,Holly Springs,NC,35.6,-78.9,1
795,10/18/14,cedar park,TX,30.4,-97.7,2
796,10/18/14,jollyville,TX,30.4,-97.8,1
797,10/18/14,Newburgh,IN,38,-87.4,1
798,10/18/14,Harrington,DE,38.9,-75.6,1
799,10/18/14,Rio Communities,NM,34.7,-106.7,1
800,10/18/14,Bethany beach,DE,38.7,-75.1,13
801,10/18/14,Keysville,VA,37,-78.5,7
802,10/18/14,Richmond,VA,37.5,-77.4,2
803,10/18/14,New Providence,PA,39.9,-76.2,1
804,10/18/14,camarillo,CA,34.2,-119.1,2
805,10/18/14,Catawissa,PA,40.9,-76.4,3
806,10/18/14,Bayville,NJ,39.9,-74.2,8
807,10/18/14,Mt. Pleasant,SC,32.8,-79.8,12
808,10/18/14,Raleigh,NC,35.8,-78.6,1
809,10/18/14,Hackensack,NJ,40.9,-74,3
810,10/18/14,Albuquerque,NM,35.1,-106.6,1
811,10/18/14,Wynnewood,PA,40,-75.3,4
812,10/18/14,Havertown,PA,40,-75.3,3
813,10/18/14,Scarsdale,NY,41,-73.8,1
814,10/18/14,Saint Augustine,FL,29.8,-81.3,5
815,10/18/14,Woodstock,GA,34.1,-84.5,1
816,10/18/14,Statham,GA,33.9,-83.6,8
817,10/18/14,Tajo Viejo,DUR,25.7,-103.4,3
818,10/18/14,Eagle Pass,TX,28.5,-100.5,14
819,10/18/14,Leander,TX,30.6,-97.9,1
820,10/18/14,West LIberty,IA,41.6,-91.3,1
821,10/18/14,Belen,NM,34.6,-106.7,1
822,10/18/14,South Brookfield,NS,44.4,-65,1
823,10/18/14,Spring,TX,30.1,-95.4,1
824,10/18/14,Mitchell,IN,38.7,-86.5,1
825,10/18/14,Athens,GA,34,-83.4,1
826,10/18/14,Athens,GA,34,-83.4,1
827,10/18/14,Bradenton,FL,27.6,-82.8,1
828,10/18/14,Chalk Mountain,TX,32.1,-97.9,14
829,10/18/14,Middleburg,FL,30.1,-81.9,10
830,10/18/14,Kerrville,TX,30,-99.1,5
831,10/18/14,Robert Moses Beach Babylon,NY,40.6,-73.3,82
832,10/18/14,Whitby,ON,43.9,-78.9,4
833,10/18/14,benson,NC,35.3,-78.5,1
834,10/18/14,Stillwater,OK,36.1,-97.1,2
835,10/18/14,Fort Worth,TX,32.8,-97.3,12
836,10/18/14,West LIberty,IA,41.6,-91.3,1
837,10/18/14,Austin,TX,30.2,-97.7,4
838,10/18/14,Montclair,NJ,40.8,-74.2,1
839,10/18/14,Matthews,NC,35.1,-80.7,8
840,10/18/14,Brewerton,NY,43.2,-76.1,5
841,10/18/14,Arnold,MD,39,-76.5,1
842,10/18/14,Roanoke,VA,37.3,-79.9,5
843,10/18/14,Waconia,MN,44.9,-93.8,1
844,10/18/14,Cuero,TX,29.1,-97.2,35
845,10/18/14,Rehoboth Beach,DE,38.7,-75.1,3
846,10/18/14,West LIberty,IA,41.6,-91.3,1
847,10/18/14,Mexia,TX,31.7,-96.5,4
848,10/18/14,Ventura,CA,34.3,-119.3,1
849,10/17/14,Wells Beach,ME,45.5,-73.8,1
850,10/17/14,Del Valle,TX,30.2,-97.6,6
851,10/17/14,Astoria,SD,44.6,-96.5,2
852,10/17/14,Landisville,NJ,39.5,-74.9,1
853,10/17/14,Milford,NH,42.8,-71.7,1
854,10/17/14,Gardendale,AL,33.7,-86.8,1
855,10/17/14,Ebony,VA,36.6,-78,1
856,10/17/14,Clinton,CT,41.3,-72.5,1
857,10/17/14,Clinton,NY,43,-75.4,2
858,10/17/14,Los Fresnos,TX,26.1,-97.5,1
859,10/17/14,Landisville,NJ,39.5,-74.9,3
860,10/17/14,Bogata,TX,33.5,-95.1,50
861,10/17/14,Derwood,MD,39.1,-77.1,3
862,10/17/14,Marshall,VA,38.8,-77.9,3
863,10/17/14,Decatur,GA,33.8,-84.3,1
864,10/17/14,Clinton,NY,43,-75.4,1
865,10/17/14,West Babylon,NY,40.7,-73.4,1
866,10/17/14,Battery park NYC,NY,40.7,-74,35
867,10/17/14,Battery park NYC,NY,40.7,-74,8
868,10/17/14,Medina,TX,29.8,-99.3,3
869,10/17/14,MEMPHIS,TN,35,-89.9,2
870,10/17/14,mequon,WI,43.2,-88,8
871,10/17/14,Waco,TX,31.6,-97.1,3
872,10/17/14,Sterling,VA,39,-77.5,1
873,10/17/14,Granbury,TX,32.4,-97.8,2
874,10/17/14,Decatur,GA,33.8,-84.3,6
875,10/17/14,Charleston,SC,32.8,-79.9,1
876,10/17/14,Newburgh,IN,38,-87.4,6
877,10/17/14,Reston,VA,39,-77.3,5
878,10/17/14,Austin,TX,30.2,-97.7,1
879,10/17/14,warren,NJ,40.7,-74.5,10
880,10/17/14,Mount Cory,OH,40.9,-83.8,3
881,10/17/14,stockbridge,VT,43.8,-72.8,2
882,10/17/14,Sevierville,TN,35.8,-83.6,1
883,10/17/14,Pacific,MO,38.5,-90.7,1
884,10/17/14,Keysville,VA,37,-78.5,15
885,10/17/14,Clifford,IN,39.3,-85.9,3
886,10/17/14,Ramsey,NJ,41.1,-74.1,1
887,10/17/14,Mineola,TX,32.7,-95.5,2
888,10/17/14,Hackensack,NJ,40.9,-74,4
889,10/17/14,melrose,NY,42.9,-73.6,1
890,10/17/14,king george,VA,38.3,-77.1,1
891,10/17/14,Martinsburg,WV,39.5,-78,2
892,10/17/14,Middleburg,FL,30.1,-81.9,2
893,10/17/14,Kerrville,TX,30,-99.1,4
894,10/17/14,Lykens,PA,40.6,-76.7,15
895,10/17/14,Franklin,KY,36.7,-86.6,15
896,10/17/14,Waco,TX,31.6,-97.1,12
897,10/17/14,Dallas,GA,33.9,-84.9,1
898,10/17/14,Weatherford,TX,32.8,-97.7,4
899,10/17/14,Olathe,KS,38.9,-94.8,1
900,10/17/14,Glorieta,DUR,25.8,-103.4,3
901,10/17/14,Fort Worth,TX,32.8,-97.3,70
902,10/17/14,newport News,VA,37.1,-76.5,1
903,10/17/14,Clermont,KY,37.9,-85.7,3
904,10/17/14,Bunn,NC,36,-78.3,1
905,10/17/14,Williamsburg,VA,37.3,-76.7,10
906,10/17/14,Gainesville,VA,38.8,-77.6,3
907,10/17/14,Oakville,ON,43.5,-79.7,3
908,10/17/14,Chalk Mountain,TX,32.1,-97.9,60
909,10/17/14,san antonio,TX,29.5,-98.5,8
910,10/17/14,Pennsburg,PA,40.4,-75.5,3
911,10/17/14,Beltsville,MD,39,-76.9,3
912,10/17/14,Put-in-Bay,OH,41.7,-82.8,5
913,10/17/14,Saugerties,NY,42.1,-74,3
914,10/17/14,Wynnewood,PA,40,-75.3,7
915,10/17/14,Evansville,IN,38,-87.6,11
916,10/17/14,South Amana,IA,41.8,-91.9,2
917,10/17/14,Mitchell,IN,38.7,-86.5,5
918,10/17/14,Joshua,TX,32.5,-97.4,11
919,10/17/14,Charlottesville,VA,38.1,-78.4,4
920,10/17/14,Athens,GA,34,-83.4,1
921,10/17/14,Whitney Point,NY,42.4,-75.9,2
922,10/17/14,Pisgah Forest,NC,35.3,-82.7,8
923,10/17/14,Nashville,TN,36.2,-86.8,1
924,10/17/14,Staples,TX,29.6,-97.9,12
925,10/17/14,birmingham,AL,33.5,-86.8,1
926,10/17/14,Decatur,GA,33.8,-84.3,4
927,10/17/14,Memphis,TN,35,-89.9,1
928,10/17/14,Dunn,NC,35.3,-78.6,4
929,10/17/14,Stratford,CT,41.2,-73.1,9
930,10/17/14,Gulf Breeze,FL,30.4,-87.2,2
931,10/17/14,Acton,ON,43.6,-80,1
932,10/17/14,morgantown,WV,39.6,-80,2
933,10/17/14,Leamington,ON,42.1,-82.6,4
934,10/17/14,San Pedro Garza GarcÃ­a,NL,25.8,-100.3,1
935,10/17/14,Piedras Negras,COA,28.7,-100.5,5
936,10/17/14,Cuero,TX,29.1,-97.2,50
937,10/17/14,cameron,TX,30.8,-97,33
938,10/17/14,cold spring,NY,41.5,-73.9,1
939,10/17/14,Raleigh,NC,35.8,-78.6,1
940,10/17/14,Vienna,VA,38.9,-77.3,1
941,10/17/14,Austin,TX,30.2,-97.7,4
942,10/17/14,Piedras Negras,COA,28.7,-100.5,1
943,10/16/14,jamestown,RI,41.5,-71.4,1
944,10/16/14,sandy springs,GA,33.9,-84.4,2
945,10/16/14,Mount Olivet,KY,38.5,-84.1,1
946,10/16/14,Wimberley,TX,30.1,-98.1,1
947,10/16/14,Simpson,IL,37.5,-88.8,2
948,10/16/14,Lionville,PA,40,-75.6,1
949,10/16/14,Navarre,FL,30.4,-86.9,1
950,10/16/14,Wichita,KS,37.7,-97.3,1
951,10/16/14,Milltown,NJ,40.4,-74.4,3
952,10/16/14,king george,VA,38.3,-77.1,2
953,10/16/14,New Braunfels,TX,29.7,-98.1,1
954,10/16/14,Brookshire,TX,29.8,-96,2
955,10/16/14,Bayville,NJ,39.9,-74.2,6
956,10/16/14,Put-in-Bay,OH,41.7,-82.8,2
957,10/16/14,Decatur,GA,33.8,-84.3,5
958,10/16/14,Tarpley,TX,29.7,-99.4,2
959,10/16/14,Perkasie,PA,40.4,-75.2,1
960,10/16/14,Keysville,VA,37,-78.5,12
961,10/16/14,Decatur,GA,33.8,-84.3,1
962,10/16/14,hudson,WI,45,-92.7,1
963,10/16/14,Santa cruz,CA,37.1,-122.2,1
964,10/16/14,Joplin,MO,37.1,-94.5,13
965,10/16/14,Newburgh,IN,38,-87.4,2
966,10/16/14,Hillsboro,MO,38.2,-90.6,1
967,10/16/14,Ferguson,MO,38.7,-90.3,1
968,10/16/14,Albuquerque,NM,35.1,-106.6,1
969,10/16/14,Overland Park,KS,39,-94.7,1
970,10/16/14,Marshall,VA,38.8,-77.9,1
971,10/16/14,Indian Trail,NC,35.1,-80.7,1
972,10/16/14,Dauphin,PA,40.4,-76.9,1
973,10/16/14,Garland,TX,32.9,-96.6,8
974,10/16/14,Monett,MO,36.9,-93.9,1
975,10/16/14,Chalk Mountain,TX,32.1,-97.9,60
976,10/16/14,Smithville Flats,NY,42.4,-75.8,1
977,10/16/14,Graham,NC,36,-79.3,2
978,10/16/14,Springfield,MO,37.2,-93.3,4
979,10/16/14,PIckett,WI,43.9,-88.7,2
980,10/16/14,Lawrenceville,GA,34,-84,1
981,10/16/14,Plainview,TX,34.4,-101.7,3
982,10/16/14,Wynnewood,PA,40,-75.3,21
983,10/16/14,Mitchell,IN,38.7,-86.5,3
984,10/16/14,Lake Ozark,MO,38.2,-92.7,1
985,10/16/14,White Settlement,TX,32.8,-97.5,12
986,10/16/14,Raleigh,NC,35.8,-78.6,3
987,10/16/14,GREENVILLE,TX,33.2,-96.1,1
988,10/16/14,Syracuse,NY,43,-76.2,1
989,10/16/14,Plano,TX,33.1,-96.7,10
990,10/16/14,Conover,NC,35.7,-81.2,5
991,10/16/14,Toronto,ON,43.7,-79.4,1
992,10/16/14,Toronto,ON,43.7,-79.4,14
993,10/16/14,Waterloo,ON,43.5,-80.5,1
994,10/16/14,Gualala,CA,38.8,-123.4,1
995,10/16/14,Hillsboro,MO,38.2,-90.6,10
996,10/16/14,Petoskey,MI,45.3,-84.9,1
997,10/16/14,san antonio,TX,29.5,-98.5,1
998,10/16/14,Victoria,TAM,23.7,-99.1,4
999,10/16/14,Charleston,SC,32.8,-79.9,1
1000,10/16/14,Richburg,SC,34.7,-81,15
1001,10/16/14,Webster Groves,MO,38.6,-90.4,10
