City,State/Province,County,Date,Latitude,Longitude,year,month,day,Count,season,AQI,Temp_Mean
Mechanicsburg,PA,cumberland,2021-09-24,40.2,-77.0,2021,9,24,52,Fall,27.0,
Cincinnati,OH,clermont,2021-09-24,39.1,-84.6,2021,9,24,18,Fall,38.0,
Hightstown,NJ,mercer,2021-09-24,40.3,-74.5,2021,9,24,3,Fall,41.0,
Kingsland,GA,camden,2021-09-24,30.8,-81.7,2021,9,24,24,Fall,,
Bay City,MI,bay,2021-09-24,43.6,-83.9,2021,9,24,2,Fall,16.0,59.791667
Chillicothe,OH,ross,2021-09-24,39.3,-83.0,2021,9,24,1,Fall,,
Wappingers Falls,NY,dutchess,2021-09-24,41.5,-74.0,2021,9,24,24,Fall,25.0,
Plano,TX,collin,2021-09-24,33.0,-96.7,2021,9,24,9,Fall,115.0,73.29166649999999
Davis,WV,tucker,2021-09-24,39.1,-79.4,2021,9,24,14,Fall,34.0,
Fredericksburg,VA,fredericksburgcity,2021-09-24,38.3,-77.5,2021,9,24,12,Fall,,
Chicago,IL,cook,2021-09-24,41.9,-87.7,2021,9,24,232,Fall,63.0,65.25
Folly Beach,SC,charleston,2021-09-24,32.7,-79.9,2021,9,24,25,Fall,36.0,69.420833
Saint Leonard,MD,calvert,2021-09-24,38.4,-76.5,2021,9,24,2,Fall,40.0,
Okemos,MI,ingham,2021-09-24,42.7,-84.4,2021,9,24,5,Fall,38.0,60.958333
Annapolis,MD,annearundel,2021-09-24,38.9,-76.5,2021,9,24,20,Fall,31.0,62.770833
Tulsa,OK,creek,2021-09-24,36.2,-95.9,2021,9,24,1,Fall,64.0,70.083333
Tulsa,OK,creek,2021-09-24,36.2,-96.0,2021,9,24,1,Fall,64.0,70.083333
Tulsa,OK,creek,2021-09-24,36.1,-96.0,2021,9,24,2,Fall,64.0,70.083333
Fairborn,OH,greene,2021-09-24,39.8,-84.0,2021,9,24,5,Fall,37.0,
Kingwood,TX,harris,2021-09-24,30.0,-95.2,2021,9,24,2,Fall,108.0,71.73611127777778
Embudo,NM,rioarriba,2021-09-24,36.1,-106.0,2021,9,24,5,Fall,42.0,
Dayton,OH,greene,2021-09-24,39.8,-84.3,2021,9,24,39,Fall,37.0,
Little River,CA,mendocino,2021-09-24,39.3,-123.8,2021,9,24,2,Fall,56.0,
Far Hills,NJ,somerset,2021-09-24,40.7,-74.6,2021,9,24,4,Fall,,
Denver,CO,jefferson,2021-09-24,39.9,-104.9,2021,9,24,5,Fall,61.0,57.88541675
Bremen,ME,lincoln,2021-09-24,44.0,-69.4,2021,9,24,6,Fall,,
Meredith,NH,belknap,2021-09-24,43.7,-71.5,2021,9,24,2,Fall,30.0,68.833333
Chesterfield,VA,chesterfield,2021-09-24,37.3,-77.6,2021,9,24,9,Fall,39.0,
Liverpool,NY,onondaga,2021-09-24,43.1,-76.2,2021,9,24,36,Fall,30.0,59.0
Gordonsville,VA,orange,2021-09-24,38.1,-78.2,2021,9,24,5,Fall,,
Lubbock,TX,lubbock,2021-09-24,33.6,-101.8,2021,9,24,180,Fall,23.0,69.833333
Fredericksburg,VA,spotsylvania,2021-09-24,38.3,-77.5,2021,9,24,24,Fall,,
Greenwich,CT,fairfield,2021-09-24,41.0,-73.7,2021,9,24,3,Fall,43.0,64.775
Greenwood,VA,albemarle,2021-09-24,38.0,-78.8,2021,9,24,2,Fall,33.0,60.945833
American Fork,UT,utah,2021-09-24,40.4,-111.8,2021,9,24,28,Fall,52.0,64.0625
Smithville,TX,bastrop,2021-09-24,30.1,-97.2,2021,9,24,6,Fall,,
Algonac,MI,saintclair,2021-09-24,42.6,-82.6,2021,9,24,35,Fall,,
Oilville,VA,goochland,2021-09-24,37.7,-77.8,2021,9,24,1,Fall,,
Carbondale,IL,jackson,2021-09-24,37.7,-89.2,2021,9,24,9,Fall,,
North Bend,PA,clinton,2021-09-24,41.4,-77.7,2021,9,24,2,Fall,,
Newburgh,IN,warrick,2021-09-24,37.9,-87.4,2021,9,24,28,Fall,41.0,62.25
Saint Louis,MO,saintlouiscity,2021-09-24,38.6,-90.2,2021,9,24,39,Fall,,
Lawrence,KS,douglas,2021-09-24,39.0,-95.3,2021,9,24,4,Fall,,
Strongsville,OH,cuyahoga,2021-09-24,41.3,-81.8,2021,9,24,4,Fall,41.0,
Bloomington,IN,monroe,2021-09-24,39.2,-86.5,2021,9,24,9,Fall,41.0,
Columbus,OH,franklin,2021-09-24,40.0,-83.1,2021,9,24,81,Fall,40.0,
Georgetown,TX,williamson,2021-09-24,30.6,-97.7,2021,9,24,12,Fall,,
Cynthiana,KY,harrison,2021-09-24,38.4,-84.3,2021,9,24,68,Fall,,
Bloomington,IL,mclean,2021-09-24,40.5,-89.0,2021,9,24,16,Fall,44.0,
York,PA,york,2021-09-24,39.9,-76.7,2021,9,24,31,Fall,46.0,59.833333
Bloomingdale,NJ,passaic,2021-09-24,41.0,-74.3,2021,9,24,5,Fall,31.0,
Kansas City,MO,platte,2021-09-24,39.2,-94.7,2021,9,24,80,Fall,,
Monmouth Beach,NJ,monmouth,2021-09-24,40.3,-74.0,2021,9,24,2,Fall,38.0,
Kansas City,MO,clay,2021-09-24,39.2,-94.7,2021,9,24,168,Fall,46.0,64.833333
Blanchard,OK,mcclain,2021-09-24,35.2,-97.7,2021,9,24,2,Fall,84.0,
Lexington,KY,fayette,2021-09-24,38.0,-84.5,2021,9,24,42,Fall,32.0,
Salisbury,CT,litchfield,2021-09-24,42.0,-73.4,2021,9,24,5,Fall,38.0,58.875
Columbus,OH,franklin,2021-09-24,40.0,-83.0,2021,9,24,594,Fall,40.0,
Frankenmuth,MI,saginaw,2021-09-24,43.3,-83.7,2021,9,24,4,Fall,,
West Haverstraw,NY,rockland,2021-09-24,41.2,-74.0,2021,9,24,2,Fall,29.0,
Suffield,CT,hartford,2021-09-24,42.0,-72.6,2021,9,24,2,Fall,31.0,67.45833350000001
Worcester,MA,worcester,2021-09-24,42.3,-71.9,2021,9,24,18,Fall,29.0,67.625
Kansas City,MO,jackson,2021-09-24,39.2,-94.7,2021,9,24,104,Fall,56.0,68.16666675
Gause,TX,milam,2021-09-24,30.8,-96.7,2021,9,24,1,Fall,,
Holly,MI,oakland,2021-09-24,42.8,-83.6,2021,9,24,4,Fall,32.0,60.263889
Burleson,TX,johnson,2021-09-24,32.5,-97.3,2021,9,24,3,Fall,67.0,69.47916649999999
Columbus,OH,delaware,2021-09-24,40.0,-83.1,2021,9,24,3,Fall,34.0,
Marlinton,WV,pocahontas,2021-09-24,38.2,-80.1,2021,9,24,4,Fall,,
Topeka,KS,shawnee,2021-09-24,39.0,-95.7,2021,9,24,20,Fall,44.0,67.041667
Jenera,OH,hancock,2021-09-24,40.9,-83.7,2021,9,24,35,Fall,,
Ash Grove,MO,greene,2021-09-24,37.3,-93.6,2021,9,24,1,Fall,46.0,63.916667
Monroe,MI,monroe,2021-09-24,41.9,-83.5,2021,9,24,8,Fall,,
Mason,TX,mason,2021-09-24,30.8,-99.2,2021,9,24,4,Fall,,
Commerce,GA,banks,2021-09-24,34.2,-83.5,2021,9,24,1,Fall,,
Fayetteville,AR,washington,2021-09-24,36.1,-94.2,2021,9,24,4,Fall,51.0,
Freedom,PA,beaver,2021-09-24,40.7,-80.3,2021,9,24,65,Fall,34.0,
Edmond,OK,oklahoma,2021-09-24,35.7,-97.5,2021,9,24,4,Fall,87.0,73.05583340000001
Bishopville,MD,worcester,2021-09-24,38.4,-75.1,2021,9,24,4,Fall,,
Jamestown,NY,chautauqua,2021-09-24,42.1,-79.3,2021,9,24,2,Fall,38.0,56.041667
West Fork,AR,washington,2021-09-24,35.9,-94.2,2021,9,24,5,Fall,51.0,
Foss,OK,washita,2021-09-24,35.4,-99.2,2021,9,24,9,Fall,,
Mason,OH,warren,2021-09-24,39.4,-84.3,2021,9,24,1,Fall,42.0,
Cleveland,OH,cuyahoga,2021-09-24,41.4,-81.8,2021,9,24,128,Fall,41.0,
Portales,NM,roosevelt,2021-09-24,34.2,-103.3,2021,9,24,10,Fall,,
Jamestown,NY,chautauqua,2021-09-24,42.1,-79.2,2021,9,24,6,Fall,38.0,56.041667
East Falmouth,MA,barnstable,2021-09-24,41.6,-70.6,2021,9,24,6,Fall,33.0,71.916667
Conneaut,OH,ashtabula,2021-09-24,41.9,-80.7,2021,9,24,7,Fall,37.0,
Commerce,GA,jackson,2021-09-24,34.2,-83.5,2021,9,24,2,Fall,,
Cumberland Foreside,ME,cumberland,2021-09-24,43.7,-70.2,2021,9,24,9,Fall,35.0,66.375
Fredericksburg,VA,stafford,2021-09-24,38.3,-77.5,2021,9,24,30,Fall,36.0,
Manitowoc,WI,manitowoc,2021-09-24,44.1,-87.6,2021,9,24,3,Fall,48.0,56.5
Binghamton,NY,broome,2021-09-24,42.1,-75.9,2021,9,24,68,Fall,,53.916667
Spring Hill,TN,maury,2021-09-24,35.7,-86.9,2021,9,24,1,Fall,17.0,
New York,NY,newyork,2021-09-24,40.8,-73.9,2021,9,24,62,Fall,36.0,
Columbus,OH,delaware,2021-09-24,40.0,-83.0,2021,9,24,22,Fall,34.0,
Keyport,NJ,monmouth,2021-09-25,40.4,-74.2,2021,9,25,4,Fall,41.0,
Saugatuck,MI,allegan,2021-09-25,42.7,-86.2,2021,9,25,1,Fall,36.0,59.333333
Joliet,IL,will,2021-09-25,41.5,-88.1,2021,9,25,7,Fall,34.0,
Minneapolis,MN,anoka,2021-09-25,44.9,-93.3,2021,9,25,12,Fall,38.0,
Sussex,NJ,sussex,2021-09-25,41.2,-74.6,2021,9,25,8,Fall,,
Lees Summit,MO,jackson,2021-09-25,38.8,-94.4,2021,9,25,18,Fall,37.0,64.96875
Plymouth,VT,windsor,2021-09-25,43.5,-72.7,2021,9,25,15,Fall,,
Worcester,MA,worcester,2021-09-25,42.3,-71.9,2021,9,25,24,Fall,40.0,64.5416665
Sloatsburg,NY,rockland,2021-09-25,41.2,-74.2,2021,9,25,2,Fall,31.0,
Ozark,MO,christian,2021-09-25,37.0,-93.2,2021,9,25,16,Fall,,
Point Clear,AL,baldwin,2021-09-25,30.5,-87.9,2021,9,25,1,Fall,40.0,
Stamford,CT,fairfield,2021-09-25,41.0,-73.5,2021,9,25,44,Fall,48.0,64.5583334
Madison,WI,dane,2021-09-25,43.1,-89.3,2021,9,25,20,Fall,34.0,58.625
Broken Arrow,OK,tulsa,2021-09-25,36.1,-95.7,2021,9,25,2,Fall,46.0,70.33690485714286
Hasbrouck Heights,NJ,bergen,2021-09-25,40.9,-74.1,2021,9,25,2,Fall,44.0,
Chesterfield,VA,chesterfield,2021-09-25,37.3,-77.6,2021,9,25,9,Fall,43.0,
Gordonsville,VA,orange,2021-09-25,38.1,-78.2,2021,9,25,10,Fall,,
Welaka,FL,putnam,2021-09-25,29.5,-81.7,2021,9,25,30,Fall,18.0,
Tulsa,OK,tulsa,2021-09-25,36.1,-95.9,2021,9,25,40,Fall,46.0,70.33690485714286
East Prairie,MO,mississippi,2021-09-25,36.8,-89.4,2021,9,25,1,Fall,,
Kings Bay,GA,camden,2021-09-25,30.8,-81.6,2021,9,25,1,Fall,,
Mansfield,TX,tarrant,2021-09-25,32.6,-97.1,2021,9,25,5,Fall,126.0,76.16666666666667
Austin,TX,hays,2021-09-25,30.4,-97.8,2021,9,25,6,Fall,,
Austin,TX,hays,2021-09-25,30.3,-97.7,2021,9,25,3,Fall,,
Paso Robles,CA,sanluisobispo,2021-09-25,35.7,-120.7,2021,9,25,6,Fall,49.0,62.70416666666666
Montgomery,MN,lesueur,2021-09-25,44.5,-93.5,2021,9,25,1,Fall,,
Kingsland,GA,camden,2021-09-25,30.8,-81.6,2021,9,25,2,Fall,,
Northford,CT,newhaven,2021-09-25,41.4,-72.8,2021,9,25,1,Fall,45.0,64.33333333333333
Sutton,NE,clay,2021-09-25,40.6,-97.9,2021,9,25,3,Fall,,
Brooklyn,NY,kings,2021-09-25,40.7,-74.0,2021,9,25,6,Fall,39.0,
Meshoppen,PA,wyoming,2021-09-25,41.6,-76.0,2021,9,25,1,Fall,26.0,
Broken Arrow,OK,tulsa,2021-09-25,36.0,-95.8,2021,9,25,2,Fall,46.0,70.33690485714286
Tulsa,OK,tulsa,2021-09-25,36.2,-96.0,2021,9,25,24,Fall,46.0,70.33690485714286
Cornville,AZ,yavapai,2021-09-25,34.8,-111.9,2021,9,25,14,Fall,37.0,
Scarborough,ME,cumberland,2021-09-25,43.6,-70.3,2021,9,25,4,Fall,30.0,64.708333
Newton,NJ,sussex,2021-09-25,41.1,-74.8,2021,9,25,20,Fall,,
Schwenksville,PA,montgomery,2021-09-25,40.2,-75.5,2021,9,25,5,Fall,45.0,
Schwenksville,PA,montgomery,2021-09-25,40.3,-75.5,2021,9,25,5,Fall,45.0,
Medina,NY,orleans,2021-09-25,43.2,-78.4,2021,9,25,1,Fall,,
Scott,AR,pulaski,2021-09-25,34.7,-92.0,2021,9,25,4,Fall,60.0,71.833333
Crystal Lake,IL,mchenry,2021-09-25,42.2,-88.3,2021,9,25,7,Fall,36.0,
Jarrettsville,MD,harford,2021-09-25,39.6,-76.5,2021,9,25,4,Fall,46.0,61.8125
Scottsville,VA,albemarle,2021-09-25,37.8,-78.5,2021,9,25,2,Fall,34.0,62.479167
Charlottesville,VA,charlottesvillecity,2021-09-25,38.0,-78.4,2021,9,25,9,Fall,,
Mechanicsburg,PA,cumberland,2021-09-25,40.2,-77.0,2021,9,25,26,Fall,32.0,
Minneapolis,MN,hennepin,2021-09-25,44.9,-93.3,2021,9,25,31,Fall,51.0,
Valdosta,GA,lowndes,2021-09-25,30.8,-83.3,2021,9,25,18,Fall,40.0,72.85
Foss,OK,washita,2021-09-25,35.4,-99.2,2021,9,25,50,Fall,,
Austin,TX,williamson,2021-09-25,30.4,-97.8,2021,9,25,18,Fall,,
Edinburg,TX,hidalgo,2021-09-25,26.3,-98.2,2021,9,25,6,Fall,46.0,77.54166649999999
Austin,TX,williamson,2021-09-25,30.3,-97.7,2021,9,25,9,Fall,,
Versailles,IN,ripley,2021-09-25,39.1,-85.3,2021,9,25,1,Fall,,
Corpus Christi,TX,nueces,2021-09-25,27.8,-97.4,2021,9,25,5,Fall,49.0,77.54166675
Austin,TX,travis,2021-09-25,30.3,-97.7,2021,9,25,129,Fall,90.0,74.64583325
Austin,TX,travis,2021-09-25,30.4,-97.8,2021,9,25,258,Fall,90.0,74.64583325
Connellsville,PA,fayette,2021-09-25,40.1,-79.6,2021,9,25,48,Fall,38.0,
Charlottesville,VA,albemarle,2021-09-25,38.0,-78.4,2021,9,25,4,Fall,34.0,62.479167
Mogadore,OH,portage,2021-09-25,41.0,-81.4,2021,9,25,4,Fall,43.0,
Georgetown,TX,williamson,2021-09-25,30.6,-97.7,2021,9,25,8,Fall,,
Tulsa,OK,tulsa,2021-09-25,36.2,-95.9,2021,9,25,8,Fall,46.0,70.33690485714286
Loveland,CO,larimer,2021-09-25,40.4,-105.2,2021,9,25,1,Fall,93.0,58.625
Stormville,NY,dutchess,2021-09-25,41.6,-73.7,2021,9,25,1,Fall,30.0,
Syracuse,NY,onondaga,2021-09-25,43.0,-76.2,2021,9,25,50,Fall,37.0,62.708333
Schaumburg,IL,cook,2021-09-25,42.0,-88.1,2021,9,25,4,Fall,46.0,60.541667
State College,PA,centre,2021-09-25,40.8,-77.8,2021,9,25,1,Fall,36.0,
Oklahoma City,OK,cleveland,2021-09-25,35.5,-97.6,2021,9,25,9,Fall,84.0,74.2125
Lexington,KY,fayette,2021-09-25,38.0,-84.5,2021,9,25,14,Fall,40.0,
Hebron,KY,boone,2021-09-25,39.1,-84.7,2021,9,25,12,Fall,35.0,56.583333
Knoxville,TN,knox,2021-09-25,35.9,-83.9,2021,9,25,17,Fall,55.0,62.889583
Melrose,NY,rensselaer,2021-09-25,42.8,-73.6,2021,9,25,10,Fall,,
Oklahoma City,OK,oklahoma,2021-09-25,35.5,-97.6,2021,9,25,51,Fall,80.0,73.4033334
Shelbyville,KY,shelby,2021-09-25,38.2,-85.2,2021,9,25,1,Fall,,
Crozet,VA,albemarle,2021-09-25,38.2,-78.7,2021,9,25,48,Fall,34.0,62.479167
Topeka,KS,shawnee,2021-09-25,39.0,-95.7,2021,9,25,50,Fall,45.0,63.416667
Panama City Beach,FL,bay,2021-09-25,30.3,-86.0,2021,9,25,260,Fall,52.0,
Athens,TX,henderson,2021-09-25,32.2,-95.9,2021,9,25,7,Fall,,
West Chicago,IL,dupage,2021-09-25,41.9,-88.2,2021,9,25,2,Fall,36.0,
Greenbrier,AR,faulkner,2021-09-25,35.2,-92.4,2021,9,25,18,Fall,,
Tuttle,OK,grady,2021-09-25,35.3,-97.8,2021,9,25,6,Fall,,
Plattsburg,MO,clinton,2021-09-25,39.6,-94.4,2021,9,25,6,Fall,40.0,
Worcester,MA,worcester,2021-09-25,42.3,-71.8,2021,9,25,18,Fall,40.0,64.5416665
Leo,IN,allen,2021-09-25,41.2,-85.1,2021,9,25,36,Fall,45.0,59.291667
Leo,IN,allen,2021-09-25,41.2,-85.0,2021,9,25,36,Fall,45.0,59.291667
Cookville,TX,titus,2021-09-25,33.2,-94.8,2021,9,25,4,Fall,,72.5
Franklin,IN,johnson,2021-09-25,39.5,-86.0,2021,9,25,15,Fall,,
Rochester,IN,fulton,2021-09-25,41.0,-86.2,2021,9,25,11,Fall,,
Bartlesville,OK,washington,2021-09-25,36.7,-96.0,2021,9,25,16,Fall,41.0,68.5875
Plano,TX,collin,2021-09-25,33.0,-96.7,2021,9,25,3,Fall,122.0,76.958333
Indianola,IA,warren,2021-09-25,41.4,-93.6,2021,9,25,5,Fall,,
Evansville,IN,vanderburgh,2021-09-25,38.0,-87.5,2021,9,25,12,Fall,55.0,
Trumbull,CT,fairfield,2021-09-25,41.3,-73.2,2021,9,25,2,Fall,48.0,64.5583334
Manheim,PA,lancaster,2021-09-25,40.2,-76.4,2021,9,25,24,Fall,66.0,62.416667
Carlisle,PA,cumberland,2021-09-25,40.2,-77.3,2021,9,25,5,Fall,32.0,
Burleson,TX,johnson,2021-09-25,32.5,-97.4,2021,9,25,3,Fall,71.0,72.3125
Mount Vernon,IL,jefferson,2021-09-25,38.3,-89.0,2021,9,25,9,Fall,,
Waverly,NY,tioga,2021-09-25,42.0,-76.5,2021,9,25,3,Fall,,
San Antonio,TX,comal,2021-09-25,29.6,-98.5,2021,9,25,15,Fall,,
Hubbard Lake,MI,alpena,2021-09-25,44.8,-83.6,2021,9,25,1,Fall,,
Richmond,VA,chesterfield,2021-09-25,37.5,-77.6,2021,9,25,7,Fall,43.0,
Howell,MI,livingston,2021-09-25,42.7,-83.9,2021,9,25,1,Fall,,
Lawton,PA,susquehanna,2021-09-25,41.8,-76.1,2021,9,25,2,Fall,29.0,
Kansas City,MO,jackson,2021-09-25,39.1,-94.6,2021,9,25,13,Fall,37.0,64.96875
Howe,OK,leflore,2021-09-25,35.0,-94.6,2021,9,25,2,Fall,,
Indianapolis,IN,hamilton,2021-09-25,39.7,-86.1,2021,9,25,2,Fall,43.0,
Malone,NY,franklin,2021-09-25,44.6,-74.3,2021,9,25,2,Fall,,
Excello,MO,macon,2021-09-25,39.6,-92.5,2021,9,25,20,Fall,,
Freedom,PA,beaver,2021-09-25,40.7,-80.3,2021,9,25,395,Fall,43.0,
Marlboro,NJ,monmouth,2021-09-25,40.3,-74.2,2021,9,25,2,Fall,41.0,
Tulsa,OK,creek,2021-09-25,36.1,-95.9,2021,9,25,5,Fall,48.0,71.166667
Annapolis,MD,annearundel,2021-09-25,38.9,-76.5,2021,9,25,10,Fall,36.0,63.833332999999996
Norman,OK,cleveland,2021-09-25,35.2,-97.4,2021,9,25,4,Fall,84.0,74.2125
Trenton,NJ,mercer,2021-09-25,40.2,-74.7,2021,9,25,38,Fall,52.0,
Suffield,CT,hartford,2021-09-25,42.0,-72.7,2021,9,25,2,Fall,50.0,63.8333335
Kansas City,MO,platte,2021-09-25,39.1,-94.6,2021,9,25,10,Fall,,
Broken Arrow,OK,wagoner,2021-09-25,36.0,-95.8,2021,9,25,2,Fall,,
Broken Arrow,OK,wagoner,2021-09-25,36.1,-95.7,2021,9,25,2,Fall,,
Auburn,NY,cayuga,2021-09-25,42.9,-76.6,2021,9,25,7,Fall,,
Belmont,MI,kent,2021-09-25,43.1,-85.5,2021,9,25,2,Fall,31.0,58.145833
Huntington Woods,MI,oakland,2021-09-25,42.5,-83.2,2021,9,25,6,Fall,31.0,58.84722233333333
Spring Hill,TN,maury,2021-09-25,35.7,-86.9,2021,9,25,1,Fall,43.0,
Berkley,MA,bristol,2021-09-25,41.8,-71.1,2021,9,25,1,Fall,32.0,66.833333
Waterville,ME,kennebec,2021-09-25,44.6,-69.6,2021,9,25,3,Fall,27.0,
Edmond,OK,oklahoma,2021-09-25,35.6,-97.5,2021,9,25,1,Fall,80.0,73.4033334
Belfast,ME,waldo,2021-09-25,44.4,-69.0,2021,9,25,3,Fall,,
Burnet,TX,burnet,2021-09-25,30.7,-98.4,2021,9,25,1,Fall,,
Bedford,VA,bedford,2021-09-25,37.4,-79.6,2021,9,25,1,Fall,,
South Windsor,CT,hartford,2021-09-25,41.8,-72.5,2021,9,25,9,Fall,50.0,63.8333335
Tulsa,OK,creek,2021-09-25,36.2,-96.0,2021,9,25,3,Fall,48.0,71.166667
Lakewood,OH,cuyahoga,2021-09-25,41.5,-81.8,2021,9,25,3,Fall,59.0,
Independence,KY,kenton,2021-09-25,39.0,-84.5,2021,9,25,30,Fall,,
Richmond,VA,richmondcity,2021-09-25,37.5,-77.6,2021,9,25,31,Fall,52.0,
Gause,TX,milam,2021-09-25,30.7,-96.7,2021,9,25,4,Fall,,
Clinton,IN,vermillion,2021-09-25,39.7,-87.5,2021,9,25,45,Fall,,
Coweta,OK,wagoner,2021-09-25,36.0,-95.6,2021,9,25,3,Fall,,
Richmond,VA,henrico,2021-09-25,37.5,-77.6,2021,9,25,7,Fall,38.0,64.5875
Kennebunkport,ME,york,2021-09-25,43.4,-70.4,2021,9,25,300,Fall,31.0,
Kansas City,MO,platte,2021-09-25,39.2,-94.6,2021,9,25,50,Fall,,
Jacksonville,IL,morgan,2021-09-25,39.7,-90.3,2021,9,25,8,Fall,,
Middletown,OH,butler,2021-09-25,39.4,-84.4,2021,9,25,6,Fall,52.0,60.0125
Warwick,NY,orange,2021-09-25,41.3,-74.3,2021,9,25,1,Fall,33.0,
Midland,TX,midland,2021-09-25,32.0,-102.0,2021,9,25,9,Fall,,
Tulsa,OK,creek,2021-09-25,36.2,-95.9,2021,9,25,1,Fall,48.0,71.166667
Kansas City,MO,jackson,2021-09-25,39.2,-94.6,2021,9,25,65,Fall,37.0,64.96875
Marlette,MI,sanilac,2021-09-25,43.3,-83.1,2021,9,25,2,Fall,,
Old Forge,NY,herkimer,2021-09-25,43.7,-75.0,2021,9,25,1,Fall,,
Kansas City,MO,clay,2021-09-25,39.1,-94.6,2021,9,25,21,Fall,44.0,62.583333
Cross River,NY,westchester,2021-09-25,41.3,-73.6,2021,9,25,8,Fall,39.0,
Edmond,OK,oklahoma,2021-09-25,35.7,-97.5,2021,9,25,4,Fall,80.0,73.4033334
Grosse Pointe,MI,wayne,2021-09-25,42.4,-82.9,2021,9,25,6,Fall,51.0,59.185185222222216
Wappingers Falls,NY,dutchess,2021-09-25,41.5,-74.0,2021,9,25,20,Fall,30.0,
Kalamazoo,MI,kalamazoo,2021-09-25,42.3,-85.6,2021,9,25,2,Fall,34.0,58.375
Kansas City,MO,clay,2021-09-25,39.2,-94.6,2021,9,25,105,Fall,44.0,62.583333
Louisville,KY,jefferson,2021-09-25,38.3,-85.6,2021,9,25,124,Fall,53.0,62.2903645
Castle Creek,NY,broome,2021-09-25,42.2,-75.9,2021,9,25,30,Fall,,57.875
Indianapolis,IN,marion,2021-09-25,39.7,-86.1,2021,9,25,52,Fall,55.0,61.3125
Tallahassee,FL,leon,2021-09-25,30.4,-84.1,2021,9,25,24,Fall,45.0,
Lancaster,PA,lancaster,2021-09-25,40.1,-76.3,2021,9,25,21,Fall,66.0,62.416667
Newbury,MA,essex,2021-09-25,42.8,-70.8,2021,9,25,3,Fall,33.0,65.83333350000001
East Falmouth,MA,barnstable,2021-09-25,41.6,-70.6,2021,9,25,6,Fall,29.0,67.25
Louisville,KY,jefferson,2021-09-25,38.2,-85.6,2021,9,25,124,Fall,53.0,62.2903645
Trenton,NJ,burlington,2021-09-25,40.2,-74.7,2021,9,25,6,Fall,,
Royal Oak,MI,oakland,2021-09-25,42.5,-83.1,2021,9,25,1,Fall,31.0,58.84722233333333
San Antonio,TX,bexar,2021-09-25,29.6,-98.5,2021,9,25,160,Fall,101.0,72.84027783333333
Miami,OK,ottawa,2021-09-25,36.9,-94.8,2021,9,25,8,Fall,55.0,
Harrisville,MI,alcona,2021-09-25,44.7,-83.3,2021,9,25,10,Fall,,
Sacramento,CA,sacramento,2021-09-25,38.6,-121.4,2021,9,25,9,Fall,57.0,70.5133334
Aurora,NY,cayuga,2021-09-25,42.8,-76.7,2021,9,25,2,Fall,,
South China,ME,kennebec,2021-09-25,44.5,-69.5,2021,9,25,6,Fall,27.0,
Dalton,PA,lackawanna,2021-09-25,41.5,-75.7,2021,9,25,115,Fall,39.0,
Mountain View,CA,santaclara,2021-09-25,37.4,-122.1,2021,9,25,55,Fall,57.0,62.863636
Homer City,PA,indiana,2021-09-26,40.5,-79.2,2021,9,26,21,Fall,41.0,
Denver,CO,arapahoe,2021-09-26,39.9,-105.0,2021,9,26,6,Fall,54.0,71.79166649999999
Omaha,NE,douglas,2021-09-26,41.2,-96.1,2021,9,26,38,Fall,48.0,73.308333
New Bedford,MA,bristol,2021-09-26,41.6,-70.9,2021,9,26,2,Fall,33.0,65.541667
Dousman,WI,waukesha,2021-09-26,43.0,-88.5,2021,9,26,1,Fall,53.0,67.875
Powell,OH,delaware,2021-09-26,40.1,-83.1,2021,9,26,26,Fall,,
Pacific Junction,IA,mills,2021-09-26,41.1,-95.8,2021,9,26,10,Fall,,
Point Pleasant Beach,NJ,ocean,2021-09-26,40.1,-74.0,2021,9,26,16,Fall,38.0,
O Fallon,IL,saintclair,2021-09-26,38.6,-89.9,2021,9,26,24,Fall,49.0,
Columbus,OH,delaware,2021-09-26,40.0,-82.9,2021,9,26,4,Fall,,
Franklin,IN,johnson,2021-09-26,39.4,-86.0,2021,9,26,5,Fall,,
Hamilton,OH,butler,2021-09-26,39.4,-84.6,2021,9,26,390,Fall,47.0,61.258333
Overland Park,KS,johnson,2021-09-26,39.0,-94.7,2021,9,26,144,Fall,51.0,73.416667
Panama City,FL,bay,2021-09-26,30.2,-85.8,2021,9,26,60,Fall,53.0,
Peabody,MA,essex,2021-09-26,42.5,-71.0,2021,9,26,2,Fall,33.0,64.3125
Florence,IN,switzerland,2021-09-26,38.8,-85.0,2021,9,26,15,Fall,,
Northfield,OH,summit,2021-09-26,41.3,-81.6,2021,9,26,30,Fall,43.0,
Hillsborough,NC,orange,2021-09-26,36.1,-79.0,2021,9,26,3,Fall,,
Newburgh,IN,warrick,2021-09-26,37.9,-87.4,2021,9,26,16,Fall,42.0,63.583333
Pigeon,MI,huron,2021-09-26,43.9,-83.2,2021,9,26,2,Fall,,
Saint Louis,MO,saintlouis,2021-09-26,38.6,-90.2,2021,9,26,228,Fall,51.0,70.56944433333332
Saint Louis,MO,saintlouis,2021-09-26,38.5,-90.4,2021,9,26,760,Fall,51.0,70.56944433333332
Edmond,OK,oklahoma,2021-09-26,35.6,-97.5,2021,9,26,1,Fall,67.0,78.49749979999999
Frankenmuth,MI,saginaw,2021-09-26,43.3,-83.8,2021,9,26,2,Fall,,
Columbus,OH,delaware,2021-09-26,40.0,-83.0,2021,9,26,5,Fall,,
